seed,value,params,trial_number,batch_size,n_steps,gamma,lr,ent_coef,cliprange,noptepochs,lamdba,max_grad_norm,vf_coef,cliprange_vf
0,-0.9131044149398804,"{'batch_size': 32, 'n_steps': 32, 'gamma': 0.99, 'lr': 0.004413683162639892, 'ent_coef': 0.0008032082098126402, 'cliprange': 0.2, 'noptepochs': 5, 'lamdba': 0.95, 'max_grad_norm': 0.8155555727682742, 'vf_coef': 0.9277836971051483, 'cliprange_vf': 0.26273224752112456}",0,32,32,0.99,0.004413683162639892,0.0008032082098126402,0.2,5,0.95,0.8155555727682742,0.9277836971051483,0.26273224752112456
0,-3.2531018257141113,"{'batch_size': 256, 'n_steps': 16, 'gamma': 0.9999, 'lr': 0.00044725034309060996, 'ent_coef': 0.0002706108127083877, 'cliprange': 0.2, 'noptepochs': 1, 'lamdba': 0.95, 'max_grad_norm': 0.24642271776628422, 'vf_coef': 0.3776706349290052, 'cliprange_vf': 0.25493833695164286}",1,256,16,0.9999,0.00044725034309060996,0.0002706108127083877,0.2,1,0.95,0.24642271776628422,0.3776706349290052,0.25493833695164286
0,3.6744675636291504,"{'batch_size': 16, 'n_steps': 64, 'gamma': 0.9999, 'lr': 0.6972828294936023, 'ent_coef': 3.318030251998216e-06, 'cliprange': 0.2, 'noptepochs': 1, 'lamdba': 0.98, 'max_grad_norm': 0.21613395072562547, 'vf_coef': 0.3009519318089583, 'cliprange_vf': 0.38105358270320866}",2,16,64,0.9999,0.6972828294936023,3.318030251998216e-06,0.2,1,0.98,0.21613395072562547,0.3009519318089583,0.38105358270320866
0,4.398365020751953,"{'batch_size': 64, 'n_steps': 256, 'gamma': 0.9999, 'lr': 0.4673960003251592, 'ent_coef': 0.0007152144718164214, 'cliprange': 0.3, 'noptepochs': 1, 'lamdba': 0.99, 'max_grad_norm': 0.03531697938757916, 'vf_coef': 0.8513095158709356, 'cliprange_vf': 0.4894192182917071}",3,64,256,0.9999,0.4673960003251592,0.0007152144718164214,0.3,1,0.99,0.03531697938757916,0.8513095158709356,0.4894192182917071
0,-7.278820991516113,"{'batch_size': 256, 'n_steps': 2048, 'gamma': 0.98, 'lr': 0.0005956041403255246, 'ent_coef': 1.2927024684662154e-08, 'cliprange': 0.1, 'noptepochs': 1, 'lamdba': 0.98, 'max_grad_norm': 0.6315639361158529, 'vf_coef': 0.5084555414388814, 'cliprange_vf': 0.03944977219984375}",4,256,2048,0.98,0.0005956041403255246,1.2927024684662154e-08,0.1,1,0.98,0.6315639361158529,0.5084555414388814,0.03944977219984375
0,0.5595172643661499,"{'batch_size': 128, 'n_steps': 16, 'gamma': 0.99, 'lr': 0.12423445949600923, 'ent_coef': 5.964003889803809e-07, 'cliprange': 0.3, 'noptepochs': 30, 'lamdba': 0.95, 'max_grad_norm': 0.15714647591056963, 'vf_coef': 0.43064713298917323, 'cliprange_vf': 0.1445412158516074}",5,128,16,0.99,0.12423445949600923,5.964003889803809e-07,0.3,30,0.95,0.15714647591056963,0.43064713298917323,0.1445412158516074
0,3.5171477794647217,"{'batch_size': 128, 'n_steps': 16, 'gamma': 0.98, 'lr': 0.0008223248936268557, 'ent_coef': 2.2257384351731496e-05, 'cliprange': 0.2, 'noptepochs': 1, 'lamdba': 0.9, 'max_grad_norm': 0.07628007887945731, 'vf_coef': 0.764580514497285, 'cliprange_vf': 0.3179937713235988}",6,128,16,0.98,0.0008223248936268557,2.2257384351731496e-05,0.2,1,0.9,0.07628007887945731,0.764580514497285,0.3179937713235988
0,7.590611457824707,"{'batch_size': 16, 'n_steps': 1024, 'gamma': 0.98, 'lr': 0.00841329715768214, 'ent_coef': 0.00228186882694412, 'cliprange': 0.4, 'noptepochs': 20, 'lamdba': 1.0, 'max_grad_norm': 0.1501531118078009, 'vf_coef': 0.3164456949643658, 'cliprange_vf': 0.40030640918783683}",7,16,1024,0.98,0.00841329715768214,0.00228186882694412,0.4,20,1.0,0.1501531118078009,0.3164456949643658,0.40030640918783683
0,6.8817548751831055,"{'batch_size': 256, 'n_steps': 16, 'gamma': 0.9, 'lr': 0.04697509168684154, 'ent_coef': 1.0167966822026487e-05, 'cliprange': 0.2, 'noptepochs': 5, 'lamdba': 1.0, 'max_grad_norm': 0.918082513744798, 'vf_coef': 0.22664595059553772, 'cliprange_vf': 0.31057185144752747}",8,256,16,0.9,0.04697509168684154,1.0167966822026487e-05,0.2,5,1.0,0.918082513744798,0.22664595059553772,0.31057185144752747
0,-3.286275863647461,"{'batch_size': 512, 'n_steps': 16, 'gamma': 0.95, 'lr': 0.00020778892516880022, 'ent_coef': 0.0011603208713733169, 'cliprange': 0.2, 'noptepochs': 5, 'lamdba': 0.99, 'max_grad_norm': 0.9929411602355223, 'vf_coef': 0.5947506408184771, 'cliprange_vf': 0.1034401336028235}",9,512,16,0.95,0.00020778892516880022,0.0011603208713733169,0.2,5,0.99,0.9929411602355223,0.5947506408184771,0.1034401336028235
